[1, 1, 1, 1, 1, 1, 1, 1, 1]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 1, 1, 8, 1, 1, 1, 7, 1]:0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0
[1, 1, 1, 8, 7, 1, 1, 7, 8]:50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
[7, 1, 1, 8, 7, 1, 8, 7, 8]:49.8111053407,0.0,49.879107418,0.0,0.0,49.8488842725,49.9032859344,0.0,49.879107418
[7, 8, 1, 8, 7, 7, 8, 7, 8]:10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
[7, 8, 7, 8, 7, 7, 8, 7, 8]:60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0
[8, 1, 1, 1, 1, 1, 1, 1, 1]:4.294967296,0.0,5.36870912,0.0,0.0,0.0,5.36870912,0.0,5.36870912
[8, 1, 1, 7, 1, 1, 1, 1, 8]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
[8, 1, 8, 7, 7, 1, 1, 1, 8]:0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
[8, 7, 8, 7, 7, 1, 1, 8, 8]:10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0
[8, 7, 8, 7, 7, 8, 7, 8, 8]:110.0,110.0,96.0,0.0,0.0,110.0,110.0,110.0,110.0
[1, 1, 1, 1, 8, 1, 1, 1, 1]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[8, 1, 1, 7, 8, 1, 1, 1, 1]:50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0
[8, 1, 1, 7, 8, 1, 1, 8, 7]:0.0,0.0,0.0,0.0,49.938102998,0.0,49.9226287475,49.938102998,0.0
[8, 8, 7, 7, 8, 1, 1, 8, 7]:0.0,110.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0
[8, 1, 1, 1, 8, 1, 7, 1, 1]:50.0,0.0,50.0,0.0,40.0,0.0,50.0,0.0,50.0
[8, 1, 8, 7, 8, 1, 7, 1, 1]:10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0
[8, 7, 8, 7, 8, 1, 7, 8, 1]:10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0
[8, 7, 8, 7, 8, 7, 7, 8, 8]:110.0,0.0,110.0,0.0,96.0,0.0,0.0,0.0,110.0
[1, 1, 7, 1, 1, 8, 1, 1, 1]:0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0
[1, 1, 7, 1, 1, 8, 8, 1, 7]:0.0,50.0,0.0,50.0,0.0,0.0,10.0,0.0,0.0
[8, 7, 7, 1, 1, 8, 8, 1, 7]:49.9992863762,49.9992863762,49.9992863762,49.9991079702,0.0,0.0,49.9992863762,0.0,0.0
[8, 7, 7, 8, 7, 8, 8, 1, 7]:110.0,0.0,110.0,110.0,0.0,110.0,110.0,0.0,110.0
[8, 1, 1, 1, 8, 8, 7, 1, 7]:0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0
[8, 8, 1, 1, 8, 8, 7, 7, 7]:0.0,-90.0,0.0,0.0,-90.0,-90.0,0.0,0.0,0.0
[7, 1, 1, 1, 1, 1, 1, 1, 8]:50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0
[7, 1, 1, 1, 8, 1, 7, 1, 8]:0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0
[7, 1, 1, 7, 8, 8, 7, 1, 8]:0.0,0.0,0.0,0.0,-90.0,-90.0,0.0,0.0,-90.0
[1, 1, 1, 1, 8, 8, 1, 1, 7]:0.0,50.0,0.0,50.0,0.0,40.0,0.0,50.0,0.0
[1, 7, 1, 8, 8, 8, 1, 1, 7]:0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0
[1, 1, 1, 1, 1, 8, 7, 1, 1]:0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0
[1, 1, 7, 1, 8, 8, 7, 1, 1]:0.0,50.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0
[1, 1, 7, 1, 8, 8, 7, 7, 8]:0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0
[1, 7, 7, 8, 8, 8, 7, 7, 8]:0.0,0.0,0.0,110.0,110.0,0.0,0.0,110.0,0.0
[1, 1, 1, 7, 1, 1, 8, 1, 1]:50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0
[1, 8, 1, 7, 1, 7, 8, 1, 1]:50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
[7, 8, 1, 7, 1, 7, 8, 8, 1]:49.9957464704,0.0,0.0,49.99335386,0.0,0.0,0.0,49.991692325,49.994683088
[7, 8, 7, 7, 1, 7, 8, 8, 8]:110.0,0.0,0.0,110.0,0.0,0.0,110.0,110.0,110.0
[1, 7, 1, 1, 1, 1, 1, 8, 1]:0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0
[1, 7, 1, 8, 1, 1, 7, 8, 1]:0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0
[1, 7, 7, 8, 8, 1, 7, 8, 1]:0.0,48.5926251164,0.0,0.0,48.5926251164,48.2407813956,0.0,48.5926251164,0.0
[7, 7, 7, 8, 8, 8, 7, 8, 1]:0.0,0.0,0.0,110.0,110.0,110.0,0.0,0.0,0.0
[1, 7, 1, 8, 1, 7, 1, 8, 1]:0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0
[1, 7, 7, 8, 8, 7, 1, 8, 1]:0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0
[1, 7, 7, 8, 8, 7, 7, 8, 8]:0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
[7, 7, 7, 8, 8, 7, 7, 8, 8]:-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,0.0,-90.0,-90.0
[1, 1, 1, 1, 1, 1, 1, 8, 1]:0.0,20.48,0.0,16.384,0.0,16.384,0.0,16.384,0.0
[1, 1, 1, 7, 1, 8, 1, 8, 1]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1, 8, 1, 7, 1, 8, 1, 8, 7]:0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
[8, 8, 1, 7, 1, 8, 7, 8, 7]:10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0
[8, 8, 7, 7, 8, 8, 7, 8, 7]:0.0,96.0,0.0,110.0,96.0,0.0,0.0,96.0,0.0
[8, 1, 7, 1, 1, 8, 1, 1, 1]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[8, 1, 7, 7, 8, 8, 1, 1, 1]:0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
[8, 1, 7, 7, 8, 8, 8, 7, 1]:10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0
[8, 8, 7, 7, 8, 8, 8, 7, 7]:46.0,60.0,60.0,60.0,46.0,60.0,60.0,46.0,0.0
[1, 1, 1, 7, 1, 1, 8, 8, 1]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7, 1, 8, 7, 1, 1, 8, 8, 1]:0.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,50.0
[7, 1, 8, 7, 1, 8, 8, 8, 7]:0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0
[7, 7, 8, 7, 8, 8, 8, 8, 7]:110.0,0.0,110.0,0.0,96.0,0.0,110.0,0.0,96.0
[8, 1, 1, 8, 1, 7, 1, 7, 1]:50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
[8, 1, 8, 8, 1, 7, 1, 7, 7]:0.0,0.0,49.0992800745,49.7048520948,0.0,49.5388313982,49.6310651185,0.0,49.7048520948
[8, 8, 8, 8, 7, 7, 1, 7, 7]:268.4,110.0,268.4,0.0,0.0,0.0,198.0,268.4,268.4
[7, 1, 1, 1, 8, 1, 1, 1, 1]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7, 1, 1, 1, 8, 1, 8, 7, 1]:10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0
[7, 7, 1, 8, 8, 1, 8, 7, 1]:49.994683088,0.0,49.9965971763,49.9957464704,49.9957464704,0.0,0.0,49.994683088,0.0
[7, 7, 1, 8, 8, 7, 8, 7, 8]:18.0,0.0,10.0,0.0,18.0,18.0,18.0,18.0,10.0
[7, 7, 7, 8, 8, 7, 8, 7, 8]:-90.0,-90.0,-90.0,0.0,-90.0,0.0,-90.0,-90.0,-90.0
[1, 1, 8, 7, 8, 1, 1, 1, 1]:50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,40.0
[1, 7, 8, 7, 8, 1, 1, 8, 1]:0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0
[8, 1, 8, 1, 1, 1, 7, 1, 1]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[8, 7, 8, 1, 1, 1, 7, 1, 8]:0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0
[8, 7, 8, 1, 1, 7, 7, 8, 8]:10.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0
[7, 8, 1, 1, 1, 1, 7, 1, 8]:0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7, 8, 1, 8, 7, 1, 7, 1, 8]:0.0,49.0992800745,0.0,48.8741000932,0.0,0.0,0.0,48.8741000932,0.0
[7, 8, 7, 8, 7, 8, 7, 1, 8]:0.0,-90.0,0.0,-90.0,0.0,-90.0,-90.0,-90.0,0.0
[8, 8, 1, 1, 1, 1, 7, 1, 1]:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[8, 8, 1, 8, 1, 1, 7, 1, 7]:0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
[8, 8, 1, 8, 8, 7, 7, 1, 7]:0.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0
[8, 8, 8, 8, 8, 7, 7, 7, 7]:0.0,110.0,110.0,110.0,0.0,110.0,110.0,0.0,110.0
[1, 1, 1, 7, 1, 1, 1, 1, 8]:50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0
[8, 1, 1, 7, 1, 1, 7, 1, 8]:10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
[8, 1, 1, 7, 7, 1, 7, 8, 8]:0.0,0.0,44.63129088,0.0,0.0,0.0,45.705032704,45.705032704,0.0
[8, 1, 7, 7, 7, 8, 7, 8, 8]:0.0,-90.0,-90.0,0.0,0.0,-90.0,-90.0,-90.0,0.0
[1, 1, 1, 1, 1, 8, 1, 7, 1]:0.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0
